DR,A%,DF%,1stIn,1st%,2nd%
1.43,8.6%,6.9%,62.1%,80.6%,63.6%
1.22,1.0%,2.0%,61.4%,75.8%,53.8%
0.97,2.9%,2.9%,65.7%,73.9%,41.7%
1.23,5.5%,4.1%,65.8%,70.8%,56.0%
1.05,8.0%,2.3%,60.2%,64.2%,62.9%
1.33,10.1%,0.0%,64.6%,70.6%,82.1%
1.77,5.7%,3.8%,50.9%,77.8%,61.5%
0.40,3.6%,1.8%,71.4%,65.0%,43.8%
1.73,14.9%,4.3%,53.2%,76.0%,59.1%
2.12,12.1%,1.7%,74.1%,93.0%,60.0%
1.29,12.6%,1.1%,70.1%,77.0%,57.7%
1.25,6.7%,0.0%,66.7%,75.0%,60.0%
1.09,12.3%,2.2%,69.6%,74.0%,42.9%
0.84,7.4%,1.1%,61.1%,77.6%,48.6%
0.45,7.2%,3.6%,66.3%,67.3%,42.9%
1.29,8.0%,2.0%,66.0%,81.8%,41.2%
0.67,9.5%,1.4%,66.2%,63.3%,36.0%
0.39,3.1%,3.1%,50.0%,37.5%,37.5%
1.17,7.4%,2.9%,63.2%,69.8%,44.0%
1.12,9.6%,0.0%,66.3%,58.2%,53.6%
1.17,3.0%,1.0%,56.0%,76.8%,61.4%
0.42,3.8%,0.0%,67.9%,50.0%,47.1%
1.27,6.7%,1.3%,58.7%,84.1%,58.1%
0.46,4.9%,0.0%,70.7%,62.1%,41.7%
1.45,5.3%,3.5%,71.9%,75.6%,43.8%
0.69,13.9%,2.5%,63.3%,68.0%,34.5%
0.70,7.0%,2.8%,52.1%,56.8%,52.9%
0.88,1.8%,5.3%,56.1%,65.6%,48.0%
2.04,2.1%,6.4%,59.6%,89.3%,63.2%
0.63,5.1%,3.4%,76.3%,73.3%,28.6%
0.91,13.6%,2.6%,61.7%,76.8%,66.1%
1.53,16.9%,1.3%,75.3%,69.0%,68.4%
0.83,4.0%,0.0%,62.0%,58.1%,57.9%
1.38,16.9%,0.0%,69.2%,73.3%,70.0%
1.66,5.4%,1.8%,64.3%,75.0%,65.0%
0.92,13.0%,2.8%,67.6%,76.7%,62.9%
2.02,16.7%,0.0%,70.8%,88.2%,57.1%
1.21,4.9%,2.9%,72.8%,76.0%,53.6%
1.60,17.9%,0.0%,73.1%,79.6%,61.1%
0.77,5.0%,5.0%,63.3%,68.4%,36.4%
0.88,3.3%,1.7%,59.5%,69.4%,42.9%
0.62,12.3%,2.5%,63.0%,72.5%,43.3%
0.71,10.0%,3.8%,68.8%,60.0%,52.0%
0.88,13.6%,0.9%,65.5%,68.1%,65.8%
0.29,6.5%,3.2%,62.4%,53.4%,45.7%
0.76,5.6%,2.8%,50.7%,69.4%,57.1%
0.54,5.7%,1.9%,52.8%,75.0%,48.0%
1.36,12.7%,0.0%,63.6%,80.0%,60.0%
1.27,12.9%,4.7%,55.3%,70.2%,68.4%
0.85,5.5%,4.1%,69.9%,62.7%,31.8%
0.60,1.1%,1.1%,68.9%,64.5%,42.9%
1.18,11.0%,1.2%,59.8%,77.6%,48.5%
0.79,12.9%,5.4%,60.2%,66.1%,45.9%
0.89,21.2%,3.5%,63.5%,74.1%,51.6%
1.31,15.1%,4.1%,60.3%,79.5%,58.6%
0.71,2.2%,3.2%,67.7%,52.4%,56.7%
1.83,5.6%,2.8%,54.2%,82.1%,66.7%
1.19,2.1%,2.9%,65.7%,76.1%,60.4%
1.46,6.3%,2.1%,55.8%,71.7%,52.4%
0.42,3.8%,5.7%,49.1%,53.8%,59.3%
1.09,4.8%,2.4%,60.2%,66.0%,57.6%
0.46,4.0%,2.0%,68.0%,44.1%,68.8%
