DR,A%,DF%,1stIn,1st%,2nd%
1.16,5.0%,10.0%,53.8%,62.8%,54.1%
0.69,3.9%,10.4%,55.8%,58.1%,52.9%
1.49,7.3%,7.3%,61.0%,68.0%,37.5%
1.24,3.3%,8.2%,70.5%,72.1%,55.6%
1.27,2.7%,2.7%,57.5%,73.8%,54.8%
1.00,4.2%,4.2%,63.3%,71.1%,47.7%
1.28,2.5%,2.5%,62.0%,73.5%,63.3%
0.91,3.1%,9.4%,52.1%,64.0%,45.7%
0.73,4.5%,2.7%,66.4%,57.5%,48.6%
1.01,2.4%,3.6%,60.7%,56.9%,63.6%
0.81,2.9%,6.9%,61.8%,66.7%,41.0%
1.84,12.6%,2.3%,67.8%,86.4%,64.3%
1.59,14.7%,8.8%,61.8%,76.2%,50.0%
0.65,0.0%,8.1%,53.5%,54.3%,47.5%
1.19,4.9%,6.9%,55.9%,70.2%,48.9%
0.98,2.3%,10.8%,63.1%,74.4%,33.3%
0.65,1.6%,9.8%,54.1%,75.8%,28.6%
1.41,5.5%,5.5%,63.6%,74.3%,55.0%
2.83,0.0%,5.1%,53.8%,90.5%,72.2%
0.95,2.7%,2.7%,68.5%,65.8%,42.9%
1.36,5.5%,3.6%,72.7%,77.5%,66.7%
0.71,2.0%,6.0%,64.0%,62.5%,22.2%
0.97,4.0%,3.0%,64.4%,66.2%,50.0%
0.83,0.0%,7.3%,56.9%,62.9%,44.7%
0.39,6.6%,7.9%,55.3%,71.4%,32.4%
1.28,6.8%,1.7%,61.0%,66.7%,47.8%
1.53,1.9%,3.8%,65.4%,70.6%,61.1%
0.89,4.1%,5.2%,57.7%,67.9%,56.1%
0.93,6.3%,5.6%,54.0%,66.2%,46.6%
1.23,2.3%,9.2%,52.9%,76.1%,48.8%
0.60,5.6%,3.7%,74.1%,55.0%,35.7%
1.06,5.6%,5.6%,54.2%,77.6%,44.9%
0.95,2.1%,8.3%,52.1%,64.0%,50.0%
0.54,5.1%,5.1%,62.7%,56.8%,31.8%
1.24,2.5%,2.5%,63.7%,72.5%,55.2%
0.98,2.4%,9.8%,47.6%,76.9%,48.8%
0.73,0.0%,10.9%,52.2%,58.3%,36.4%
1.73,2.0%,2.0%,50.0%,68.0%,72.0%
0.85,2.0%,9.8%,66.7%,64.7%,29.4%
1.12,5.2%,5.2%,60.4%,73.1%,50.8%
1.01,1.3%,3.8%,57.5%,60.9%,60.3%
1.86,6.2%,3.7%,53.1%,88.4%,60.5%
0.72,3.6%,1.8%,49.1%,70.4%,53.6%
0.49,4.3%,10.6%,55.3%,53.8%,42.9%
0.52,4.0%,8.0%,52.0%,61.5%,41.7%
0.79,1.2%,7.0%,57.0%,67.3%,32.4%
1.21,6.0%,3.0%,53.7%,77.8%,51.6%
1.51,0.0%,6.3%,45.8%,63.6%,57.7%
1.31,3.4%,3.4%,50.6%,70.5%,62.8%
2.17,0.0%,2.4%,52.4%,86.4%,65.0%
0.63,0.0%,11.9%,49.2%,65.5%,33.3%
1.28,3.0%,13.4%,47.8%,71.9%,45.7%
0.46,3.9%,10.5%,43.4%,57.6%,55.8%
1.05,1.2%,4.9%,63.0%,66.7%,56.7%
0.60,0.0%,1.4%,63.5%,68.1%,59.3%
1.34,5.3%,1.8%,56.1%,65.6%,56.0%
0.83,3.2%,8.3%,53.5%,60.7%,43.8%
1.03,8.4%,6.3%,50.0%,66.3%,50.5%
0.54,7.7%,9.6%,44.2%,56.5%,51.7%
0.79,0.0%,7.3%,52.4%,55.8%,38.5%
0.94,2.7%,3.6%,60.4%,62.7%,52.3%
1.09,3.6%,7.1%,59.5%,70.0%,55.9%
0.88,5.1%,7.1%,44.9%,70.5%,35.2%
1.37,12.5%,4.7%,59.4%,78.9%,53.8%
2.15,4.3%,0.0%,67.4%,80.6%,73.3%
1.81,4.3%,0.0%,55.3%,88.5%,66.7%
1.24,3.8%,10.0%,51.2%,58.5%,51.3%
1.42,0.0%,8.5%,42.4%,72.0%,61.8%
2.03,7.4%,4.4%,60.3%,82.9%,55.6%
1.00,1.7%,5.1%,59.8%,77.1%,29.8%
0.84,4.1%,7.0%,58.1%,65.0%,50.0%
1.01,1.4%,4.3%,61.2%,62.4%,57.4%
0.69,1.0%,2.1%,54.2%,67.3%,45.5%
0.72,5.7%,1.1%,71.3%,58.1%,68.0%
0.70,5.8%,7.2%,47.8%,75.8%,38.9%
0.89,2.7%,0.9%,59.5%,62.1%,48.9%
1.69,8.3%,8.3%,54.2%,84.6%,68.2%
0.49,3.6%,5.5%,63.6%,71.4%,35.0%
1.13,2.1%,4.1%,64.9%,68.3%,47.1%
1.25,7.0%,4.2%,67.6%,68.8%,47.8%
1.82,5.1%,5.1%,74.4%,69.0%,70.0%
0.76,2.4%,2.4%,68.7%,57.9%,30.8%
1.54,5.3%,3.5%,47.4%,88.9%,53.3%
1.57,6.8%,1.7%,62.7%,75.7%,59.1%
0.77,0.0%,3.4%,53.4%,61.3%,44.4%
0.95,4.7%,7.0%,55.8%,62.5%,36.8%
1.28,5.1%,6.8%,45.8%,74.1%,56.3%
0.86,0.9%,7.1%,60.7%,61.8%,50.0%
0.77,10.4%,5.7%,57.5%,71.2%,59.8%
0.76,3.8%,1.3%,65.0%,69.2%,57.1%
