DR,A%,DF%,1stIn,1st%,2nd%
0.88,6.3%,11.1%,49.2%,71.0%,34.4%
1.03,6.0%,4.8%,44.6%,75.7%,56.5%
1.48,7.5%,1.9%,49.1%,84.6%,55.6%
0.65,3.6%,5.5%,52.7%,55.2%,42.3%
0.63,2.7%,8.2%,39.7%,44.8%,45.5%
0.52,5.2%,3.4%,62.1%,58.3%,31.8%
1.05,2.8%,2.8%,56.9%,73.2%,45.2%
1.54,3.1%,3.1%,50.8%,81.8%,65.6%
0.79,6.1%,6.1%,41.8%,63.4%,47.4%
0.97,8.8%,1.1%,50.5%,73.9%,51.1%
2.10,5.0%,5.0%,72.5%,72.4%,54.5%
0.63,24.6%,1.4%,71.0%,69.4%,35.0%
1.03,14.6%,5.6%,50.6%,80.0%,45.5%
0.82,9.8%,3.3%,44.3%,77.8%,50.0%
0.92,11.5%,2.3%,56.5%,77.0%,50.9%
0.59,7.5%,3.8%,58.5%,64.5%,50.0%
1.32,11.6%,1.4%,58.0%,75.0%,48.3%
0.76,5.6%,0.0%,56.9%,65.9%,38.7%
1.88,5.5%,0.0%,54.5%,73.3%,56.0%
1.47,7.8%,2.0%,62.7%,75.0%,52.6%
1.06,3.7%,4.9%,55.6%,71.1%,52.8%
0.75,9.4%,2.4%,49.4%,71.4%,37.2%
1.11,12.7%,0.0%,52.9%,66.7%,56.3%
1.03,21.1%,0.0%,71.1%,75.0%,42.3%
1.02,5.9%,1.0%,59.8%,75.4%,46.3%
0.34,3.0%,1.5%,50.7%,64.7%,39.4%
1.09,17.3%,4.0%,54.7%,75.6%,58.8%
1.09,24.3%,5.4%,64.9%,81.3%,34.6%
1.10,6.0%,3.6%,57.1%,66.7%,50.0%
1.35,12.7%,3.6%,58.2%,71.9%,52.2%
0.82,8.0%,2.3%,58.6%,70.6%,52.8%
0.55,8.0%,4.0%,62.0%,64.5%,21.1%
1.26,26.5%,4.3%,65.8%,84.4%,60.0%
1.85,8.9%,2.2%,62.2%,82.1%,52.9%
2.70,31.3%,0.0%,75.0%,88.9%,75.0%
1.46,19.7%,3.9%,57.9%,79.5%,68.8%
1.85,20.8%,4.2%,50.0%,79.2%,66.7%
0.51,11.9%,1.7%,61.0%,69.4%,34.8%
1.07,16.1%,2.7%,58.0%,73.8%,59.6%
1.36,17.5%,6.3%,57.1%,83.3%,59.3%
0.82,10.4%,4.5%,56.7%,68.4%,44.8%
0.99,19.4%,7.4%,52.8%,84.2%,51.0%
1.33,20.9%,7.5%,62.7%,81.0%,44.0%
0.93,7.3%,1.6%,60.2%,73.0%,53.1%
1.10,12.9%,2.6%,63.8%,78.4%,40.5%
1.33,9.7%,4.8%,59.7%,78.4%,60.0%
0.64,6.3%,6.3%,62.5%,63.3%,38.9%
1.65,14.3%,2.0%,69.4%,88.2%,46.7%
1.36,21.7%,0.0%,59.4%,82.9%,67.9%
0.72,5.6%,8.3%,48.6%,60.0%,45.9%
1.47,14.3%,1.4%,62.9%,84.1%,61.5%
0.91,9.5%,6.3%,50.5%,77.1%,44.7%
0.75,17.5%,4.8%,55.6%,74.3%,53.6%
0.84,15.5%,6.9%,65.5%,68.4%,50.0%
0.54,12.3%,4.9%,64.2%,69.2%,41.4%
0.89,13.3%,5.3%,44.0%,93.9%,50.0%
0.67,14.6%,2.4%,58.5%,75.0%,38.2%
1.30,9.1%,6.1%,59.1%,79.5%,44.4%
0.34,10.9%,2.2%,50.0%,69.6%,39.1%
1.22,8.6%,3.4%,67.2%,66.7%,47.4%
1.29,12.3%,5.3%,70.2%,87.5%,41.2%
0.64,5.0%,0.0%,55.0%,81.8%,40.7%
0.75,7.8%,3.1%,54.7%,77.1%,37.9%
0.65,12.5%,3.1%,56.3%,58.3%,42.9%
2.12,28.3%,4.3%,58.7%,85.2%,57.9%
0.77,10.3%,5.2%,51.7%,76.7%,50.0%
1.85,16.3%,6.1%,61.2%,80.0%,63.2%
1.16,14.7%,5.3%,56.8%,81.5%,53.7%
1.08,21.6%,5.4%,60.8%,84.4%,51.7%
0.74,10.0%,4.0%,56.0%,60.7%,45.5%
1.03,11.9%,2.8%,58.7%,65.6%,51.1%
0.77,14.3%,4.1%,53.1%,80.8%,43.5%
2.08,8.2%,2.0%,55.1%,85.2%,77.3%
1.26,15.0%,5.0%,60.0%,79.2%,56.3%
0.68,6.7%,5.0%,50.0%,80.0%,33.3%
1.63,6.1%,2.0%,55.1%,77.8%,63.6%
0.98,9.9%,2.8%,54.9%,66.7%,50.0%
0.76,10.8%,4.1%,58.1%,60.5%,54.8%
1.21,23.2%,4.3%,56.5%,82.1%,43.3%
2.95,16.7%,5.6%,66.7%,87.5%,58.3%
0.95,10.1%,7.3%,50.5%,70.9%,53.7%
1.33,0.0%,0.0%,37.5%,33.3%,80.0%
0.58,0.0%,1.9%,53.7%,51.7%,44.0%
0.98,7.5%,1.9%,49.1%,69.2%,44.4%
1.03,12.0%,4.0%,61.3%,75.0%,37.9%
1.42,5.8%,1.4%,53.6%,89.2%,53.1%
0.77,5.2%,4.1%,54.6%,67.9%,47.7%
1.14,6.9%,4.2%,48.6%,80.0%,54.1%
1.24,15.9%,2.9%,60.9%,76.2%,48.1%
0.74,7.4%,1.9%,57.4%,83.9%,43.5%
0.66,8.3%,1.4%,68.1%,55.1%,43.5%
0.54,9.8%,6.6%,59.0%,69.4%,36.0%
0.78,14.7%,5.9%,52.9%,77.8%,52.1%
0.73,13.4%,1.5%,58.2%,69.2%,39.3%
1.48,6.7%,3.3%,53.3%,68.8%,64.3%
0.46,12.7%,3.2%,60.3%,71.1%,40.0%
2.56,13.5%,0.0%,54.1%,90.0%,64.7%
1.24,13.8%,2.3%,62.1%,88.9%,45.5%
0.87,9.4%,3.8%,54.7%,77.6%,37.5%
1.31,13.0%,3.7%,53.7%,86.2%,40.0%
0.72,6.2%,7.7%,49.2%,65.6%,33.3%
0.56,4.2%,4.2%,60.4%,62.1%,47.4%
1.15,9.6%,6.0%,60.2%,76.0%,54.5%
1.08,17.6%,2.0%,55.9%,71.9%,55.6%
0.86,10.7%,3.9%,55.3%,71.9%,50.0%
0.85,9.7%,11.3%,51.6%,81.3%,40.0%
0.72,8.1%,18.9%,48.6%,72.2%,26.3%
1.82,14.5%,1.8%,60.0%,75.8%,72.7%
0.95,10.8%,2.4%,63.9%,75.5%,33.3%
1.53,3.9%,2.0%,47.1%,79.2%,59.3%
1.38,14.5%,8.1%,53.2%,78.8%,48.3%
1.77,10.9%,6.5%,56.5%,73.1%,65.0%
0.96,6.1%,3.5%,59.6%,66.2%,50.0%
1.15,8.0%,2.3%,58.0%,60.8%,67.6%
0.95,2.9%,4.9%,60.2%,66.1%,46.3%
1.95,2.0%,4.1%,59.2%,82.8%,65.0%
1.15,11.4%,1.3%,53.2%,71.4%,64.9%
1.18,5.5%,3.3%,59.3%,70.4%,54.1%
1.08,12.2%,6.1%,51.3%,67.8%,50.0%
0.71,2.9%,4.3%,48.6%,55.9%,36.1%
6.45,14.3%,5.7%,57.1%,95.0%,86.7%
0.68,3.1%,6.2%,52.3%,61.8%,41.9%
1.08,8.5%,2.8%,53.5%,76.3%,54.5%
0.73,13.0%,6.5%,55.8%,67.4%,47.1%
1.16,14.5%,6.6%,57.9%,72.7%,50.0%
1.46,9.7%,3.2%,45.2%,75.0%,64.7%
1.16,2.9%,5.7%,54.3%,80.7%,47.9%
0.88,22.1%,2.9%,58.7%,77.0%,55.8%
1.52,16.7%,3.7%,59.3%,84.4%,54.5%
1.20,12.3%,3.7%,56.8%,87.0%,54.3%
0.78,10.9%,3.9%,59.7%,77.9%,42.3%
1.78,16.7%,8.3%,47.9%,95.7%,56.0%
0.56,3.8%,3.8%,62.3%,63.6%,30.0%
0.59,0.0%,13.0%,44.4%,70.8%,30.0%
0.78,14.5%,10.9%,49.1%,81.5%,39.3%
0.91,11.6%,8.4%,48.4%,82.6%,40.8%
1.15,18.3%,5.6%,62.0%,81.8%,44.4%
1.30,7.9%,4.8%,52.4%,90.9%,50.0%
1.15,11.3%,3.1%,52.6%,78.4%,63.0%
0.92,4.9%,0.0%,62.2%,62.7%,45.2%
1.03,6.0%,0.9%,58.6%,58.8%,56.3%
0.79,1.4%,4.3%,52.2%,61.1%,39.4%
1.31,10.1%,0.0%,66.7%,69.6%,56.5%
1.09,10.3%,2.9%,50.0%,64.7%,52.9%
1.00,8.8%,7.8%,48.0%,77.6%,52.8%
1.26,14.6%,1.1%,65.2%,79.3%,67.7%
1.45,11.1%,4.8%,52.4%,87.9%,50.0%
0.85,10.1%,6.3%,67.1%,67.9%,50.0%
1.29,9.9%,7.4%,55.6%,80.0%,50.0%
0.42,2.0%,2.0%,50.0%,56.0%,36.0%
0.40,0.0%,4.7%,46.5%,45.0%,43.5%
0.77,4.3%,7.6%,53.3%,67.3%,48.8%
1.22,0.0%,7.4%,44.4%,70.8%,53.3%
1.42,15.0%,3.3%,55.0%,75.8%,63.0%
1.38,16.1%,3.6%,62.5%,82.9%,61.9%
1.09,12.5%,9.1%,59.1%,76.9%,47.2%
0.76,1.3%,3.9%,41.6%,56.3%,48.9%
1.34,3.2%,1.6%,61.9%,61.5%,66.7%
1.41,17.9%,3.6%,57.1%,78.1%,50.0%
0.69,12.9%,0.0%,57.1%,65.0%,46.7%
1.03,10.5%,2.3%,61.6%,71.7%,54.5%
0.80,5.8%,4.3%,49.3%,79.4%,37.1%
0.83,4.5%,2.7%,66.1%,70.3%,42.1%
1.57,4.9%,1.6%,67.2%,68.3%,55.0%
