DR,A%,DF%,1stIn,1st%,2nd%
1.73,11.8%,3.9%,58.8%,86.7%,57.1%
0.79,8.9%,5.1%,58.2%,67.4%,42.4%
0.57,6.3%,6.3%,44.3%,85.7%,40.9%
0.68,9.5%,0.0%,52.4%,75.8%,43.3%
1.10,11.0%,1.4%,65.8%,81.3%,44.0%
0.86,5.3%,3.8%,54.5%,62.5%,48.3%
0.89,5.2%,3.9%,59.7%,76.1%,45.2%
0.86,0.0%,2.9%,58.8%,62.5%,50.0%
0.93,8.6%,11.4%,52.4%,80.0%,44.0%
0.82,6.3%,9.5%,50.8%,71.9%,54.8%
0.53,4.9%,3.7%,67.1%,60.0%,51.9%
0.64,5.4%,6.5%,54.8%,58.8%,42.9%
1.17,16.4%,7.8%,60.3%,80.0%,45.7%
0.30,16.4%,4.9%,63.9%,69.2%,40.9%
0.80,14.9%,4.3%,70.2%,75.8%,35.7%
1.45,11.4%,1.3%,65.8%,84.6%,66.7%
1.27,5.3%,5.3%,61.8%,74.5%,55.2%
0.81,9.1%,3.0%,60.6%,65.0%,50.0%
1.35,20.0%,7.7%,66.2%,81.4%,40.9%
0.89,2.3%,1.4%,66.7%,62.0%,46.5%
1.00,1.8%,2.3%,64.9%,67.6%,46.7%
0.81,7.3%,3.7%,61.5%,67.2%,54.8%
2.06,11.8%,2.0%,62.7%,84.4%,73.7%
0.46,3.9%,7.8%,66.7%,64.7%,41.2%
1.00,6.4%,7.3%,53.6%,76.3%,43.1%
1.59,14.8%,0.0%,63.9%,89.7%,45.5%
0.32,4.1%,4.1%,69.4%,55.9%,40.0%
1.44,7.3%,5.5%,61.8%,88.2%,57.1%
1.49,9.1%,1.8%,65.5%,77.8%,47.4%
1.43,2.4%,2.4%,64.3%,63.0%,60.0%
0.75,6.8%,1.4%,45.2%,69.7%,45.0%
1.24,9.5%,2.7%,58.1%,81.4%,58.1%
1.39,11.3%,1.6%,54.8%,88.2%,46.4%
0.72,4.5%,4.5%,66.7%,54.5%,59.1%
1.12,13.4%,5.2%,57.7%,80.4%,43.9%
0.55,8.6%,4.9%,63.0%,70.6%,53.3%
1.33,7.5%,0.0%,68.7%,69.6%,71.4%
0.56,4.8%,3.2%,54.0%,70.6%,48.3%
0.42,3.2%,8.1%,54.8%,58.8%,39.3%
0.57,5.5%,2.7%,55.5%,65.6%,49.0%
0.56,12.0%,6.0%,60.0%,63.3%,65.0%
1.41,8.1%,4.8%,51.6%,84.4%,60.0%
1.26,5.4%,5.4%,59.5%,81.8%,56.7%
1.17,8.9%,4.4%,53.3%,75.0%,54.8%
2.84,17.9%,2.6%,56.4%,81.8%,82.4%
