DR,A%,DF%,1stIn,1st%,2nd%
0.83,6.6%,2.6%,55.3%,69.0%,55.9%
1.79,4.4%,6.7%,57.8%,76.9%,63.2%
1.26,5.1%,5.1%,48.1%,84.2%,56.1%
0.72,2.6%,5.2%,55.8%,65.1%,61.8%
0.69,3.6%,12.7%,50.9%,67.9%,22.2%
0.88,4.2%,4.2%,57.9%,60.0%,42.5%
0.44,2.8%,5.6%,71.8%,58.8%,45.0%
0.57,5.2%,2.6%,62.9%,58.9%,67.4%
1.26,2.0%,3.0%,64.0%,73.4%,52.8%
0.29,2.2%,4.4%,57.8%,42.3%,36.8%
0.70,1.6%,1.6%,70.5%,66.3%,63.9%
0.88,5.8%,4.3%,66.7%,63.0%,52.2%
0.85,1.7%,3.3%,70.0%,57.1%,33.3%
0.36,1.5%,3.1%,73.8%,39.6%,29.4%
1.21,1.6%,0.0%,74.0%,73.6%,50.0%
1.14,0.0%,3.8%,74.0%,58.4%,44.4%
0.79,1.1%,4.6%,64.4%,60.7%,38.7%
1.64,4.3%,2.2%,65.2%,73.3%,62.5%
0.93,2.8%,2.8%,69.0%,65.3%,54.5%
1.10,2.9%,4.8%,62.9%,71.2%,48.7%
0.70,1.9%,3.7%,83.3%,42.2%,44.4%
0.70,4.5%,2.7%,71.4%,56.3%,46.9%
0.70,0.0%,3.2%,71.0%,45.5%,27.8%
1.46,0.0%,1.6%,72.1%,63.6%,64.7%
0.92,0.0%,4.5%,60.2%,64.2%,48.6%
1.68,9.5%,4.1%,56.8%,81.0%,59.4%
1.80,2.6%,7.9%,61.8%,78.7%,41.4%
0.96,2.2%,3.3%,62.2%,66.1%,44.1%
0.50,1.5%,6.1%,53.0%,51.4%,35.5%
1.24,4.8%,3.2%,66.7%,59.5%,52.4%
0.80,2.5%,3.7%,65.4%,64.2%,35.7%
1.10,1.3%,3.9%,64.5%,67.3%,40.7%
1.36,1.7%,6.7%,60.0%,86.1%,37.5%
0.82,2.2%,3.4%,65.2%,56.9%,32.3%
1.10,5.6%,2.8%,73.1%,67.1%,62.1%
0.76,2.1%,4.2%,62.5%,63.3%,38.9%
1.61,8.5%,0.0%,67.8%,75.0%,63.2%
1.19,6.1%,3.7%,69.5%,63.2%,68.0%
2.00,6.9%,6.9%,63.8%,100.0%,57.1%
1.65,3.8%,5.7%,66.0%,82.9%,38.9%
0.55,8.1%,11.3%,58.1%,58.3%,38.5%
1.07,3.9%,3.9%,67.1%,58.8%,44.0%
1.25,3.3%,5.0%,58.3%,77.1%,64.0%
1.04,4.9%,3.7%,61.7%,76.0%,35.5%
1.26,1.9%,5.6%,55.6%,68.3%,50.0%
1.47,1.1%,5.5%,58.2%,73.6%,57.9%
0.81,2.2%,1.5%,69.3%,67.4%,50.0%
0.63,1.7%,8.5%,55.9%,54.5%,34.6%
0.80,0.0%,5.7%,58.6%,66.7%,47.2%
1.18,4.2%,8.5%,78.9%,64.3%,40.0%
0.56,2.3%,4.5%,68.2%,53.3%,35.7%
1.50,1.8%,5.3%,70.2%,70.0%,64.7%
0.77,2.0%,2.0%,51.0%,57.7%,48.0%
0.66,1.5%,6.2%,75.4%,55.1%,43.8%
1.34,2.4%,8.3%,56.0%,74.5%,51.4%
0.74,1.6%,11.3%,53.2%,66.7%,27.6%
1.14,4.6%,5.5%,53.2%,74.1%,54.9%
1.02,6.3%,8.8%,48.8%,66.7%,43.9%
1.10,3.5%,4.7%,63.5%,68.5%,41.9%
0.80,4.3%,7.2%,52.2%,50.0%,45.5%
0.96,4.3%,8.5%,55.6%,64.6%,51.9%
0.73,3.2%,4.0%,65.6%,57.3%,58.1%
1.20,1.8%,2.7%,59.8%,68.7%,57.8%
0.90,5.4%,12.5%,54.5%,67.2%,47.1%
0.45,6.0%,6.0%,62.0%,64.5%,52.6%
1.17,3.1%,3.1%,62.2%,68.9%,54.1%
1.82,9.6%,11.5%,55.8%,72.4%,56.5%
0.88,5.1%,8.9%,48.1%,76.3%,53.7%
0.83,4.5%,1.5%,51.5%,58.8%,50.0%
1.76,6.0%,6.0%,66.0%,84.8%,58.8%
1.53,8.2%,9.8%,54.1%,78.8%,64.3%
0.86,3.2%,4.2%,68.4%,75.4%,50.0%
0.95,1.9%,3.8%,64.4%,59.7%,40.5%
1.33,3.0%,1.5%,68.7%,67.4%,76.2%
1.03,2.0%,5.9%,65.7%,61.2%,40.0%
0.78,3.0%,0.0%,75.8%,52.0%,50.0%
1.29,3.1%,4.7%,64.1%,73.2%,47.8%
1.33,4.0%,3.0%,72.7%,73.6%,59.3%
1.25,1.1%,2.2%,62.9%,69.6%,48.5%
1.22,4.1%,4.1%,68.9%,70.6%,56.5%
0.59,1.7%,6.9%,56.9%,54.5%,32.0%
1.33,0.0%,9.0%,60.3%,85.1%,32.3%
1.33,5.2%,6.9%,58.6%,70.6%,54.2%
0.90,2.5%,3.4%,53.8%,57.8%,52.7%
0.44,0.0%,1.9%,62.3%,48.5%,45.0%
1.09,5.4%,4.5%,48.2%,79.6%,67.2%
0.69,2.8%,4.9%,63.2%,68.1%,50.9%
1.19,5.1%,5.1%,74.7%,71.2%,50.0%
1.16,2.9%,4.3%,62.9%,65.9%,61.5%
0.99,3.3%,2.2%,71.1%,64.1%,53.8%
0.87,2.9%,7.1%,57.9%,66.7%,49.2%
1.42,6.0%,2.0%,64.0%,68.8%,55.6%
0.54,0.0%,12.1%,56.9%,51.5%,24.0%
1.29,4.9%,4.9%,52.5%,68.8%,55.2%
0.66,4.1%,9.5%,55.4%,58.5%,51.5%
0.51,4.5%,18.2%,40.9%,55.6%,38.5%
0.66,5.1%,0.0%,71.2%,52.4%,64.7%
1.35,7.0%,1.4%,74.6%,77.4%,33.3%
1.12,8.6%,3.2%,61.3%,75.4%,58.3%
