DR,A%,DF%,1stIn,1st%,2nd%
1.38,9.5%,3.2%,55.6%,77.1%,64.3%
0.95,9.5%,0.0%,63.2%,66.7%,34.3%
0.86,4.5%,4.5%,53.6%,69.5%,54.9%
0.49,3.6%,1.8%,58.9%,60.6%,34.8%
1.15,8.7%,1.4%,66.7%,65.2%,56.5%
1.47,15.7%,1.2%,77.1%,82.8%,42.1%
1.30,8.2%,1.2%,61.2%,78.8%,60.6%
2.24,7.3%,2.4%,61.0%,96.0%,50.0%
0.42,9.2%,1.1%,55.2%,58.3%,41.0%
1.63,5.6%,2.2%,68.5%,78.7%,57.1%
2.18,11.7%,3.3%,63.3%,84.2%,50.0%
0.76,0.0%,3.1%,70.8%,52.2%,57.9%
0.78,6.7%,0.0%,66.3%,69.5%,56.7%
2.16,4.4%,2.2%,53.3%,83.3%,76.2%
0.70,0.0%,0.0%,70.0%,67.3%,38.1%
0.87,1.0%,2.0%,55.1%,51.9%,38.6%
1.18,4.9%,3.3%,67.2%,65.9%,45.0%
1.97,4.4%,2.2%,53.3%,83.3%,61.9%
1.16,2.7%,1.4%,53.4%,74.4%,55.9%
0.53,4.7%,9.4%,43.8%,50.0%,55.6%
1.22,3.9%,10.5%,53.9%,70.7%,28.6%
1.86,4.8%,7.1%,69.0%,79.3%,61.5%
1.49,11.3%,1.9%,52.8%,64.3%,68.0%
0.66,4.2%,7.0%,53.5%,55.3%,33.3%
0.57,7.5%,4.5%,59.7%,57.5%,40.7%
0.37,0.0%,0.0%,54.5%,50.0%,60.0%
0.84,5.8%,1.4%,62.3%,74.4%,57.7%
1.00,11.1%,2.8%,58.3%,78.6%,43.3%
1.30,2.9%,2.9%,63.8%,63.6%,56.0%
1.25,9.8%,0.0%,66.3%,78.7%,61.3%
2.19,5.3%,2.6%,55.3%,85.7%,64.7%
1.22,12.7%,4.2%,68.6%,82.7%,54.1%
0.80,3.3%,3.3%,67.8%,67.2%,41.4%
1.94,10.1%,5.8%,69.6%,87.5%,47.6%
1.45,11.8%,1.2%,64.7%,72.7%,56.7%
0.81,3.6%,0.0%,75.0%,64.3%,64.3%
