DR,A%,DF%,1stIn,1st%,2nd%
1.12,14.6%,4.5%,60.7%,72.2%,62.9%
1.44,18.8%,1.6%,62.5%,85.0%,58.3%
0.54,12.2%,4.1%,55.1%,74.1%,36.4%
1.32,13.6%,3.0%,66.7%,77.3%,36.4%
0.79,7.7%,9.2%,58.5%,78.9%,40.7%
1.32,9.1%,0.0%,70.9%,61.5%,68.8%
1.25,9.1%,1.3%,59.7%,80.4%,45.2%
0.74,1.1%,1.1%,52.9%,58.7%,41.5%
0.97,4.3%,2.2%,52.2%,75.0%,43.2%
0.90,2.6%,6.0%,59.5%,75.4%,46.8%
1.62,13.6%,5.1%,55.9%,84.8%,65.4%
0.88,13.8%,3.4%,72.4%,76.2%,66.7%
1.52,18.7%,1.3%,69.3%,80.8%,52.2%
1.47,20.0%,2.9%,67.1%,83.0%,73.9%
1.18,11.7%,1.8%,61.3%,77.9%,53.5%
0.74,10.2%,6.8%,52.5%,80.6%,32.1%
1.40,12.5%,1.4%,62.5%,77.8%,59.3%
0.43,1.8%,3.5%,61.4%,57.1%,31.8%
0.80,4.6%,4.6%,66.9%,70.1%,58.1%
1.14,4.0%,2.7%,68.0%,78.4%,62.5%
0.97,9.9%,5.5%,51.6%,78.7%,40.9%
0.52,5.9%,3.9%,45.1%,56.5%,39.3%
1.46,6.2%,4.9%,55.6%,75.6%,72.2%
0.91,10.6%,7.4%,57.4%,79.6%,55.0%
1.27,11.7%,3.3%,58.3%,77.1%,44.0%
1.52,4.7%,4.7%,56.5%,81.3%,62.2%
0.89,1.5%,1.5%,60.6%,70.0%,53.8%
0.61,0.0%,2.5%,62.5%,44.0%,46.7%
0.73,2.2%,2.9%,59.6%,65.4%,54.5%
0.70,4.1%,0.0%,67.3%,63.6%,37.5%
1.42,11.1%,0.0%,76.5%,82.3%,63.2%
1.13,3.8%,5.1%,62.8%,83.7%,62.1%
0.95,5.0%,5.8%,68.6%,54.2%,52.6%
0.68,3.4%,1.7%,62.1%,41.7%,31.8%
0.73,3.8%,2.3%,60.2%,70.0%,47.2%
1.04,6.2%,5.3%,60.2%,70.6%,55.6%
1.34,6.7%,1.3%,62.7%,72.3%,57.1%
2.36,12.2%,2.4%,65.9%,77.8%,71.4%
1.85,4.4%,0.0%,48.9%,72.7%,65.2%
0.92,3.5%,5.9%,52.9%,71.1%,35.0%
1.11,6.3%,0.0%,54.0%,67.6%,62.1%
1.73,8.2%,4.1%,59.2%,75.9%,65.0%
1.07,0.0%,3.9%,53.2%,65.9%,50.0%
0.48,3.3%,3.3%,65.0%,66.7%,33.3%
0.96,3.7%,1.9%,73.8%,72.2%,35.7%
1.42,5.4%,0.0%,58.9%,75.8%,47.8%
1.14,10.4%,0.0%,63.6%,75.5%,53.6%
2.35,9.3%,2.3%,53.5%,82.6%,60.0%
0.97,6.9%,3.0%,52.5%,71.7%,54.2%
1.82,18.9%,3.8%,64.2%,88.2%,63.2%
1.19,12.2%,4.4%,67.8%,78.7%,41.4%
1.84,22.2%,0.0%,66.7%,73.3%,73.3%
2.33,2.5%,10.0%,52.5%,90.5%,57.9%
0.87,4.3%,3.5%,51.3%,69.5%,41.1%
2.33,17.9%,3.6%,67.9%,92.1%,72.2%
1.11,4.8%,4.8%,46.0%,72.4%,52.9%
1.29,6.8%,1.1%,64.8%,66.7%,58.1%
0.92,3.9%,10.4%,44.2%,67.6%,37.2%
0.95,4.8%,0.0%,60.7%,68.6%,57.6%
1.86,8.3%,0.0%,66.7%,65.6%,62.5%
0.50,3.0%,4.5%,57.6%,55.3%,35.7%
0.84,7.6%,4.3%,62.0%,68.4%,48.6%
0.41,5.2%,5.2%,56.9%,42.4%,36.0%
0.57,4.3%,1.4%,62.3%,72.1%,42.3%
1.55,2.2%,0.0%,60.9%,71.4%,61.1%
0.79,2.9%,2.9%,59.4%,65.9%,35.7%
0.95,5.6%,2.8%,67.6%,68.8%,56.5%
0.31,1.6%,0.0%,65.6%,59.5%,27.3%
1.18,6.8%,1.4%,66.2%,79.6%,36.0%
0.84,2.6%,6.6%,63.2%,62.5%,46.4%
0.74,9.5%,9.5%,47.6%,73.3%,36.4%
1.03,9.0%,2.6%,50.0%,76.9%,56.4%
0.64,8.6%,13.8%,55.2%,75.0%,30.8%
0.56,2.2%,4.3%,47.8%,59.1%,29.2%
0.73,4.3%,1.1%,63.0%,69.0%,41.2%
1.10,7.2%,2.1%,70.1%,64.7%,51.7%
1.53,12.0%,4.0%,76.0%,78.9%,41.7%
1.00,5.1%,2.5%,54.4%,74.4%,55.6%
0.85,7.3%,1.8%,70.6%,62.3%,43.8%
1.11,2.3%,3.5%,66.3%,68.4%,69.0%
1.59,5.5%,1.8%,65.5%,86.1%,57.9%
0.85,3.7%,6.1%,61.0%,64.0%,59.4%
0.74,1.5%,4.6%,52.3%,55.9%,48.4%
0.48,3.7%,7.4%,55.6%,53.3%,41.7%
1.33,8.1%,8.1%,51.6%,78.1%,40.0%
0.56,0.0%,10.0%,58.0%,65.5%,47.6%
0.80,5.7%,7.6%,55.2%,67.2%,29.8%
0.68,1.7%,6.9%,60.3%,42.9%,47.8%
1.21,1.4%,2.7%,67.6%,70.0%,50.0%
1.50,1.4%,5.6%,70.4%,70.0%,57.1%
1.76,3.5%,1.8%,63.2%,83.3%,61.9%
0.50,10.0%,8.0%,62.0%,71.0%,42.1%
1.49,1.9%,3.7%,57.4%,80.6%,56.5%
1.32,6.2%,3.1%,70.8%,73.9%,47.4%
2.03,7.0%,2.3%,53.5%,73.9%,70.0%
0.64,6.9%,2.3%,69.0%,53.3%,55.6%
0.99,1.1%,2.2%,62.4%,65.5%,42.9%
1.19,4.3%,3.2%,69.9%,75.4%,42.9%
1.03,6.7%,1.0%,60.0%,76.2%,47.6%
1.04,4.5%,3.6%,57.3%,61.9%,53.2%
0.86,0.8%,3.0%,55.6%,56.8%,47.5%
1.03,0.8%,1.7%,68.3%,58.5%,44.7%
1.68,2.4%,4.8%,64.3%,70.4%,46.7%
0.84,7.8%,3.9%,54.9%,57.1%,60.9%
1.19,5.3%,2.6%,67.1%,62.7%,52.0%
1.27,6.8%,3.4%,66.1%,71.8%,45.0%
0.91,3.7%,4.6%,58.7%,60.9%,51.1%
1.05,16.1%,6.5%,57.0%,83.0%,37.5%
